order,ST_NUM,ST_NAME,CITY,ZIPCODE,GIS_ID,TOTAL_SCORE,latitude,longitude,cluster,centroid
51,67,WALDECK ST,DORCHESTER,02124,1701133000,51,42.29761793,-71.06639963,178,"POINT(42.2982269677966, -71.06808186711864)"
52,1,LARCHMONT ST,DORCHESTER,02124,1701192000,60,42.29775919,-71.06681034,178,"POINT(42.2982269677966, -71.06808186711864)"
53,61,WALDECK ST,DORCHESTER,02124,1701130000,57,42.29721557,-71.06654778,178,"POINT(42.2982269677966, -71.06808186711864)"
54,333,PARK ST,DORCHESTER,02124,1701155000,61,42.29699022,-71.0672909,178,"POINT(42.2982269677966, -71.06808186711864)"
55,337,PARK ST,DORCHESTER,02124,1701157000,51,42.29689615,-71.0676264,178,"POINT(42.2982269677966, -71.06808186711864)"
56,339,PARK ST,DORCHESTER,02124,1701158000,51,42.29684751,-71.06779923,178,"POINT(42.2982269677966, -71.06808186711864)"
57,341,PARK ST,DORCHESTER,02124,1701159000,51,42.29679458,-71.067963,178,"POINT(42.2982269677966, -71.06808186711864)"
58,377,PARK ST,DORCHESTER,02124,1701168000,59,42.29633491,-71.06971792,178,"POINT(42.2982269677966, -71.06808186711864)"
0,27,BOWDOIN ST,DORCHESTER,02124,1500736000,59,42.29979342,-71.07207584,179,"POINT(42.29804284192308, -71.07267812038461)"
1,29,BOWDOIN ST,DORCHESTER,02124,1500737000,59,42.29982169,-71.07195315,179,"POINT(42.29804284192308, -71.07267812038461)"
2,5,WESTVILLE ST,DORCHESTER,02124,1500738000,59,42.29980441,-71.07180656,179,"POINT(42.29804284192308, -71.07267812038461)"
3,25,GREENBRIER ST,DORCHESTER,02124,1500778000,57,42.29907937,-71.07179233,179,"POINT(42.29804284192308, -71.07267812038461)"
4,22,GREENBRIER ST,DORCHESTER,02124,1500728000,51,42.29930688,-71.07142595,179,"POINT(42.29804284192308, -71.07267812038461)"
5,34,GREENBRIER ST,DORCHESTER,02124,1702335000,57,42.29889884,-71.07111311,179,"POINT(42.29804284192308, -71.07267812038461)"
6,24  26,GREENBRIER ST,DORCHESTER,02124,1500727000,57,42.29926913,-71.07124623,179,"POINT(42.29804284192308, -71.07267812038461)"
7,37,GREENBRIER ST,DORCHESTER,02124,1702382000,57,42.29868772,-71.07147298,179,"POINT(42.29804284192308, -71.07267812038461)"
8,38,GREENBRIER ST,DORCHESTER,02124,1702334000,57,42.29879025,-71.0710494,179,"POINT(42.29804284192308, -71.07267812038461)"
9,41,GREENBRIER ST,DORCHESTER,02124,1702383000,57,42.29858634,-71.07143104,179,"POINT(42.29804284192308, -71.07267812038461)"
10,42,GREENBRIER ST,DORCHESTER,02124,1702333000,60,42.29868142,-71.07098814,179,"POINT(42.29804284192308, -71.07267812038461)"
11,51,GREENBRIER ST,DORCHESTER,02124,1702386000,60,42.29827899,-71.07128982,179,"POINT(42.29804284192308, -71.07267812038461)"
12,50,GREENBRIER ST,DORCHESTER,02124,1702331000,57,42.29848012,-71.0708803,179,"POINT(42.29804284192308, -71.07267812038461)"
13,132,TONAWANDA ST,DORCHESTER,02124,1702401000,51,42.29744241,-71.07083295,179,"POINT(42.29804284192308, -71.07267812038461)"
14,82,GREENBRIER ST,DORCHESTER,02124,1701256000,57,42.29743928,-71.07040174,179,"POINT(42.29804284192308, -71.07267812038461)"
15,85,GREENBRIER ST,DORCHESTER,02124,1702402000,51,42.29720734,-71.07082184,179,"POINT(42.29804284192308, -71.07267812038461)"
16,87,GREENBRIER ST,DORCHESTER,02124,1702403000,51,42.29707875,-71.07079004,179,"POINT(42.29804284192308, -71.07267812038461)"
17,91,GREENBRIER ST,DORCHESTER,02124,1702404000,57,42.29693429,-71.07076289,179,"POINT(42.29804284192308, -71.07267812038461)"
18,126,TONAWANDA ST,DORCHESTER,02124,1701257000,57,42.29758602,-71.07046863,179,"POINT(42.29804284192308, -71.07267812038461)"
19,137,TONAWANDA ST,DORCHESTER,02124,1702370000,57,42.29770083,-71.07120723,179,"POINT(42.29804284192308, -71.07267812038461)"
20,75,CLAYBOURNE ST,DORCHESTER,02124,1702420000,57,42.29719802,-71.07163313,179,"POINT(42.29804284192308, -71.07267812038461)"
21,86,CLAYBOURNE ST,DORCHESTER,02124,1702396000,60,42.29690296,-71.07108612,179,"POINT(42.29804284192308, -71.07267812038461)"
22,92,CLAYBOURNE ST,DORCHESTER,02124,1702394000,60,42.2965647,-71.07104765,179,"POINT(42.29804284192308, -71.07267812038461)"
23,96,CLAYBOURNE ST,DORCHESTER,02124,1702393001,57,42.29641995,-71.0710231,179,"POINT(42.29804284192308, -71.07267812038461)"
24,100,CLAYBOURNE ST,DORCHESTER,02124,1702393000,57,42.29625737,-71.07097421,179,"POINT(42.29804284192308, -71.07267812038461)"
25,46  48,CLAYBOURNE ST,DORCHESTER,02124,1702375000,51,42.29818675,-71.07158852,179,"POINT(42.29804284192308, -71.07267812038461)"
26,19,CLAYBOURNE ST,DORCHESTER,02124,1700057000,57,42.29894262,-71.07249331,179,"POINT(42.29804284192308, -71.07267812038461)"
27,16,CLAYBOURNE ST,DORCHESTER,02124,1500782000,60,42.29911927,-71.07231049,179,"POINT(42.29804284192308, -71.07267812038461)"
28,10,CLAYBOURNE ST,DORCHESTER,02124,1500783000,57,42.29929714,-71.07244203,179,"POINT(42.29804284192308, -71.07267812038461)"
29,10,GAYLORD ST,DORCHESTER,02124,1700066000,58,42.29829382,-71.07361404,179,"POINT(42.29804284192308, -71.07267812038461)"
30,14,GAYLORD ST,DORCHESTER,02124,1700065000,51,42.29825397,-71.07375166,179,"POINT(42.29804284192308, -71.07267812038461)"
31,26,GAYLORD ST,DORCHESTER,02124,1700062000,51,42.29814653,-71.07418381,179,"POINT(42.29804284192308, -71.07267812038461)"
32,28,GAYLORD ST,DORCHESTER,02124,1700061000,61,42.29809574,-71.07435816,179,"POINT(42.29804284192308, -71.07267812038461)"
33,31,GAYLORD ST,DORCHESTER,02124,1700042000,51,42.29834862,-71.0746568,179,"POINT(42.29804284192308, -71.07267812038461)"
34,30,GAYLORD ST,DORCHESTER,02124,1700060000,52,42.2980417,-71.07454014,179,"POINT(42.29804284192308, -71.07267812038461)"
35,9,CHAMBERLAIN ST,DORCHESTER,02124,1700015000,51,42.29848539,-71.07526925,179,"POINT(42.29804284192308, -71.07267812038461)"
36,8,HARVARD PK,DORCHESTER,02124,1700026000,59,42.29876242,-71.07419343,179,"POINT(42.29804284192308, -71.07267812038461)"
37,9,HARVARD PK,DORCHESTER,02124,1700025000,60,42.29854466,-71.07452896,179,"POINT(42.29804284192308, -71.07267812038461)"
38,40,HARVARD ST,DORCHESTER,02124,1700012000,61,42.29854601,-71.07544546,179,"POINT(42.29804284192308, -71.07267812038461)"
39,45,ALGONQUIN ST,DORCHESTER,02124,1700007000,57,42.29773257,-71.07590548,179,"POINT(42.29804284192308, -71.07267812038461)"
40,43,ALGONQUIN ST,DORCHESTER,02124,1700006000,77,42.2976965,-71.07569211,179,"POINT(42.29804284192308, -71.07267812038461)"
41,39,ALGONQUIN ST,DORCHESTER,02124,1700004000,58,42.2976053,-71.07531826,179,"POINT(42.29804284192308, -71.07267812038461)"
42,28,ALGONQUIN ST,DORCHESTER,02124,1700099000,61,42.29747744,-71.0744108,179,"POINT(42.29804284192308, -71.07267812038461)"
43,29,ALGONQUIN ST,DORCHESTER,02124,1700001000,57,42.29773806,-71.07475401,179,"POINT(42.29804284192308, -71.07267812038461)"
44,25,ALGONQUIN ST,DORCHESTER,02124,1700074000,51,42.29783499,-71.07439541,179,"POINT(42.29804284192308, -71.07267812038461)"
45,24,ALGONQUIN ST,DORCHESTER,02124,1700100000,57,42.29753524,-71.0742001,179,"POINT(42.29804284192308, -71.07267812038461)"
46,22,ALGONQUIN ST,DORCHESTER,02124,1700101000,57,42.29759419,-71.07398618,179,"POINT(42.29804284192308, -71.07267812038461)"
47,17,ALGONQUIN ST,DORCHESTER,02124,1700072000,60,42.29795491,-71.07395347,179,"POINT(42.29804284192308, -71.07267812038461)"
48,16,BRADLEE ST,DORCHESTER,02124,1700123000,76,42.29719343,-71.07331382,179,"POINT(42.29804284192308, -71.07267812038461)"
49,20,BRADLEE ST,DORCHESTER,02124,1700122000,57,42.29713283,-71.07352171,179,"POINT(42.29804284192308, -71.07267812038461)"
50,17,SCHOOL ST,DORCHESTER,02124,1700112000,58,42.29672466,-71.07402369,179,"POINT(42.29804284192308, -71.07267812038461)"
51,3,SCHOOL ST,DORCHESTER,02124,1700108000,51,42.29673252,-71.07283678,179,"POINT(42.29804284192308, -71.07267812038461)"
0,51  49,CHURCH ST,DORCHESTER,02122,1500348000,61,42.30868103,-71.0607754,180,"POINT(42.305831448125, -71.05959738958335)"
1,59,CHURCH ST,DORCHESTER,02122,1500349001,51,42.30856313,-71.06038318,180,"POINT(42.305831448125, -71.05959738958335)"
2,63,CHURCH ST,DORCHESTER,02122,1500349002,58,42.30836819,-71.06029192,180,"POINT(42.305831448125, -71.05959738958335)"
3,23,EAST ST,DORCHESTER,02122,1500356000,59,42.30776746,-71.05944863,180,"POINT(42.305831448125, -71.05959738958335)"
4,24,EAST ST,DORCHESTER,02122,1500405000,59,42.30743428,-71.0598374,180,"POINT(42.305831448125, -71.05959738958335)"
5,36,EAST ST,DORCHESTER,02122,1500402000,59,42.30747696,-71.06025017,180,"POINT(42.305831448125, -71.05959738958335)"
6,6,WILKINSON PK,DORCHESTER,02122,1500396000,61,42.30708377,-71.06098831,180,"POINT(42.305831448125, -71.05959738958335)"
7,62,EAST ST,DORCHESTER,02122,1500391000,59,42.30732593,-71.06149345,180,"POINT(42.305831448125, -71.05959738958335)"
8,13,HECLA ST,DORCHESTER,02122,1500370000,59,42.30715741,-71.05933475,180,"POINT(42.305831448125, -71.05959738958335)"
9,27,HECLA ST,DORCHESTER,02122,1500375000,59,42.3070547,-71.05998998,180,"POINT(42.305831448125, -71.05959738958335)"
10,27,HECLA ST,DORCHESTER,02122,1500376000,51,42.30718907,-71.06020501,180,"POINT(42.305831448125, -71.05959738958335)"
11,34,HECLA ST,DORCHESTER,02122,1500440000,59,42.30671427,-71.06024687,180,"POINT(42.305831448125, -71.05959738958335)"
12,53,HECLA ST,DORCHESTER,02122,1500381000,59,42.30673576,-71.06117641,180,"POINT(42.305831448125, -71.05959738958335)"
13,76,ADAMS ST,DORCHESTER,02122,1500432000,59,42.30634936,-71.06168397,180,"POINT(42.305831448125, -71.05959738958335)"
14,78,ADAMS ST,DORCHESTER,02122,1500431000,59,42.30625482,-71.06164005,180,"POINT(42.305831448125, -71.05959738958335)"
15,80,ADAMS ST,DORCHESTER,02122,1500430000,59,42.30615795,-71.06159493,180,"POINT(42.305831448125, -71.05959738958335)"
16,51,LYON ST,DORCHESTER,02122,1500429000,59,42.30626782,-71.06139234,180,"POINT(42.305831448125, -71.05959738958335)"
17,34,LYON ST,DORCHESTER,02122,1500463000,59,42.30611785,-71.0604912,180,"POINT(42.305831448125, -71.05959738958335)"
18,37,LYON ST,DORCHESTER,02122,1500424000,69,42.3064353,-71.06058963,180,"POINT(42.305831448125, -71.05959738958335)"
19,26,LYON ST,DORCHESTER,02122,1500467000,59,42.30625419,-71.05992711,180,"POINT(42.305831448125, -71.05959738958335)"
20,21,LYON ST,DORCHESTER,02122,1500419000,69,42.30660874,-71.05989944,180,"POINT(42.305831448125, -71.05959738958335)"
21,19,LYON ST,DORCHESTER,02122,1500418000,59,42.30663837,-71.05975195,180,"POINT(42.305831448125, -71.05959738958335)"
22,18,LYON ST,DORCHESTER,02122,1500470000,59,42.30636567,-71.0595723,180,"POINT(42.305831448125, -71.05959738958335)"
23,11,LYON ST,DORCHESTER,02122,1500415000,69,42.30672199,-71.05934245,180,"POINT(42.305831448125, -71.05959738958335)"
24,38,LINDEN ST,DORCHESTER,02122,1500503000,60,42.30574715,-71.05941074,180,"POINT(42.305831448125, -71.05959738958335)"
25,41,LINDEN ST,DORCHESTER,02122,1500451000,51,42.30599371,-71.05978902,180,"POINT(42.305831448125, -71.05959738958335)"
26,44,LINDEN ST,DORCHESTER,02122,1500501000,51,42.30556923,-71.05970767,180,"POINT(42.305831448125, -71.05959738958335)"
27,46,LINDEN ST,DORCHESTER,02122,1500500000,51,42.30551659,-71.05992221,180,"POINT(42.305831448125, -71.05959738958335)"
28,52,LINDEN ST,DORCHESTER,02122,1500499000,59,42.30546524,-71.06011951,180,"POINT(42.305831448125, -71.05959738958335)"
29,59,LINDEN ST,DORCHESTER,02122,1500453000,66,42.30581908,-71.060447,180,"POINT(42.305831448125, -71.05959738958335)"
30,115,ADAMS ST,DORCHESTER,02122,1501589000,51,42.30487475,-71.06155766,180,"POINT(42.305831448125, -71.05959738958335)"
31,140 A,ADAMS ST,DORCHESTER,02122,1500514000,60,42.30412486,-71.06070583,180,"POINT(42.305831448125, -71.05959738958335)"
32,31,LEEDSVILLE ST,DORCHESTER,02122,1500487000,57,42.30486919,-71.06079329,180,"POINT(42.305831448125, -71.05959738958335)"
33,6,ELLSWORTH ST,DORCHESTER,02122,1500324000,51,42.30528979,-71.05843359,180,"POINT(42.305831448125, -71.05959738958335)"
34,13,KIMBALL ST,DORCHESTER,02122,1500259000,61,42.3043364,-71.05848818,180,"POINT(42.305831448125, -71.05959738958335)"
35,25  27,KIMBALL ST,DORCHESTER,02122,1500264000,51,42.30451694,-71.05798979,180,"POINT(42.305831448125, -71.05959738958335)"
36,1385,DORCHESTER AV,DORCHESTER,02122,1500528000,69,42.30360188,-71.05962844,180,"POINT(42.305831448125, -71.05959738958335)"
37,17,ORCHARDFIELD ST,DORCHESTER,02122,1500218000,64,42.30389722,-71.05853902,180,"POINT(42.305831448125, -71.05959738958335)"
38,24  26,MARLIN WY,DORCHESTER,02122,1500220000,66,42.30374569,-71.05829934,180,"POINT(42.305831448125, -71.05959738958335)"
39,32,GREENWICH ST,DORCHESTER,02122,1500252000,51,42.30381627,-71.05803184,180,"POINT(42.305831448125, -71.05959738958335)"
40,34,GREENWICH ST,DORCHESTER,02122,1500251000,51,42.30391978,-71.05798173,180,"POINT(42.305831448125, -71.05959738958335)"
41,31  33,ORCHARDFIELD ST,DORCHESTER,02122,1500231000,51,42.3040817,-71.05807565,180,"POINT(42.305831448125, -71.05959738958335)"
42,41,KIMBALL ST,DORCHESTER,02122,1500268000,60,42.3046704,-71.05747083,180,"POINT(42.305831448125, -71.05959738958335)"
43,51,ORCHARDFIELD ST,DORCHESTER,02122,1500237000,51,42.30442215,-71.05723692,180,"POINT(42.305831448125, -71.05959738958335)"
44,56,ORCHARDFIELD ST,DORCHESTER,02122,1500276000,51,42.30471691,-71.05713146,180,"POINT(42.305831448125, -71.05959738958335)"
45,57,ORCHARDFIELD ST,DORCHESTER,02122,1500238000,51,42.3045306,-71.05689729,180,"POINT(42.305831448125, -71.05959738958335)"
46,58,GREENWICH ST,DORCHESTER,02122,1500244000,51,42.30436257,-71.05677563,180,"POINT(42.305831448125, -71.05959738958335)"
47,56,GREENWICH ST,DORCHESTER,02122,1500245000,52,42.30429739,-71.05693521,180,"POINT(42.305831448125, -71.05959738958335)"
0,10  12,FAYSTON ST,DORCHESTER,02121,1300752000,57,42.31376443,-71.07815887,181,"POINT(42.31159188069767, -71.07602815348837)"
1,9,FAYSTON ST,DORCHESTER,02121,1400198000,59,42.31352471,-71.07854493,181,"POINT(42.31159188069767, -71.07602815348837)"
2,13  15,FAYSTON ST,DORCHESTER,02121,1400200000,51,42.31339244,-71.07828684,181,"POINT(42.31159188069767, -71.07602815348837)"
3,37  39,FAYSTON ST,DORCHESTER,02121,1400206000,60,42.31296577,-71.07744074,181,"POINT(42.31159188069767, -71.07602815348837)"
4,69  71,FAYSTON ST,DORCHESTER,02121,1400214000,57,42.31236068,-71.07624605,181,"POINT(42.31159188069767, -71.07602815348837)"
5,111,QUINCY ST,DORCHESTER,02121,1300736000,59,42.31381004,-71.07765305,181,"POINT(42.31159188069767, -71.07602815348837)"
6,211,QUINCY ST,DORCHESTER,02121,1400148000,70,42.31259617,-71.0745761,181,"POINT(42.31159188069767, -71.07602815348837)"
7,17,KINEO ST,DORCHESTER,02121,1400164000,71,42.31177591,-71.07429271,181,"POINT(42.31159188069767, -71.07602815348837)"
8,23,KINEO ST,DORCHESTER,02121,1400165000,81,42.31170062,-71.07412449,181,"POINT(42.31159188069767, -71.07602815348837)"
9,2,GREENHEYS ST,DORCHESTER,02121,1400178000,65,42.31190626,-71.07507422,181,"POINT(42.31159188069767, -71.07602815348837)"
10,21,MASCOMA ST,DORCHESTER,02121,1400220010,81,42.3118069,-71.07570329,181,"POINT(42.31159188069767, -71.07602815348837)"
11,72,LAWRENCE AV,DORCHESTER,02121,1400223020,70,42.3116947,-71.07596442,181,"POINT(42.31159188069767, -71.07602815348837)"
12,94,LAWRENCE AV,DORCHESTER,02121,1400192020,68,42.31126439,-71.07523269,181,"POINT(42.31159188069767, -71.07602815348837)"
13,96,LAWRENCE AV,DORCHESTER,02121,1400192010,68,42.3112176,-71.07514942,181,"POINT(42.31159188069767, -71.07602815348837)"
14,98,LAWRENCE AV,DORCHESTER,02121,1400191000,71,42.31114681,-71.07502617,181,"POINT(42.31159188069767, -71.07602815348837)"
15,3,COLEUS PK,DORCHESTER,02121,1400315010,70,42.31084672,-71.07561999,181,"POINT(42.31159188069767, -71.07602815348837)"
16,8,COLEUS PK,DORCHESTER,02121,1400352030,52,42.31051542,-71.0752475,181,"POINT(42.31159188069767, -71.07602815348837)"
17,5,COLEUS PK,DORCHESTER,02121,1400315020,70,42.31078874,-71.07568397,181,"POINT(42.31159188069767, -71.07602815348837)"
18,10,COLEUS PK,DORCHESTER,02121,1400352020,52,42.31044611,-71.07531453,181,"POINT(42.31159188069767, -71.07602815348837)"
19,12,COLEUS PK,DORCHESTER,02121,1400352010,53,42.31035047,-71.07537254,181,"POINT(42.31159188069767, -71.07602815348837)"
20,106,LAWRENCE AV,DORCHESTER,02121,1400188020,71,42.31079213,-71.07457739,181,"POINT(42.31159188069767, -71.07602815348837)"
21,239,MAGNOLIA ST,DORCHESTER,02121,1400188010,71,42.31090628,-71.07447295,181,"POINT(42.31159188069767, -71.07602815348837)"
22,235,MAGNOLIA ST,DORCHESTER,02121,1400187000,57,42.3110695,-71.07443838,181,"POINT(42.31159188069767, -71.07602815348837)"
23,233,MAGNOLIA ST,DORCHESTER,02121,1400186000,51,42.31117797,-71.07434042,181,"POINT(42.31159188069767, -71.07602815348837)"
24,11,GREENHEYS ST,DORCHESTER,02121,1400185000,60,42.31126171,-71.07457847,181,"POINT(42.31159188069767, -71.07602815348837)"
25,9,GREENHEYS ST,DORCHESTER,02121,1400184000,60,42.31130659,-71.07471533,181,"POINT(42.31159188069767, -71.07602815348837)"
26,220,MAGNOLIA ST,DORCHESTER,02121,1400129000,60,42.31102099,-71.0738058,181,"POINT(42.31159188069767, -71.07602815348837)"
27,63 63H,CEYLON ST,DORCHESTER,02121,1400144000,60,42.31106339,-71.07280236,181,"POINT(42.31159188069767, -71.07602815348837)"
28,143,INTERVALE ST,DORCHESTER,02121,1400388003,59,42.30949326,-71.07525993,181,"POINT(42.31159188069767, -71.07602815348837)"
29,273,MAGNOLIA ST,DORCHESTER,02121,1400345010,52,42.31007246,-71.07521603,181,"POINT(42.31159188069767, -71.07602815348837)"
30,275,MAGNOLIA ST,DORCHESTER,02121,1400345020,52,42.30988836,-71.07528105,181,"POINT(42.31159188069767, -71.07602815348837)"
31,134,INTERVALE ST,DORCHESTER,02121,1400345030,52,42.30995995,-71.07544831,181,"POINT(42.31159188069767, -71.07602815348837)"
32,132,INTERVALE ST,DORCHESTER,02121,1400345040,52,42.31000428,-71.07556342,181,"POINT(42.31159188069767, -71.07602815348837)"
33,19,FERNBORO ST,DORCHESTER,02121,1400294000,59,42.31127166,-71.07759347,181,"POINT(42.31159188069767, -71.07602815348837)"
34,7,FERNBORO ST,DORCHESTER,02121,1400291000,59,42.31164453,-71.07724106,181,"POINT(42.31159188069767, -71.07602815348837)"
35,54,LAWRENCE AV,DORCHESTER,02121,1400227000,57,42.31208436,-71.07653416,181,"POINT(42.31159188069767, -71.07602815348837)"
36,48,LAWRENCE AV,DORCHESTER,02121,1400230000,61,42.31234323,-71.07699956,181,"POINT(42.31159188069767, -71.07602815348837)"
37,37,LAWRENCE AV,DORCHESTER,02121,1400258000,61,42.31241656,-71.07818731,181,"POINT(42.31159188069767, -71.07602815348837)"
38,30,LAWRENCE AV,DORCHESTER,02121,1400236000,57,42.31295484,-71.07809424,181,"POINT(42.31159188069767, -71.07602815348837)"
39,41,LAWRENCE AV,DORCHESTER,02121,1400260000,51,42.31223512,-71.07785063,181,"POINT(42.31159188069767, -71.07602815348837)"
40,2,CRESTON PK,DORCHESTER,02121,1400272000,59,42.31232364,-71.07920825,181,"POINT(42.31159188069767, -71.07602815348837)"
41,8 8A,CRESTON PK,DORCHESTER,02121,1400275000,59,42.31254018,-71.07899211,181,"POINT(42.31159188069767, -71.07602815348837)"
42,7 7A,CRESTON PK,DORCHESTER,02121,1400276000,59,42.31274499,-71.07929745,181,"POINT(42.31159188069767, -71.07602815348837)"
0,94,DEVON ST,DORCHESTER,02121,1400401000,59,42.30945533,-71.07850878,182,"POINT(42.30737167622642, -71.07885923867924)"
1,93,DEVON ST,DORCHESTER,02121,1400588000,57,42.30913031,-71.07886175,182,"POINT(42.30737167622642, -71.07885923867924)"
2,121,DEVON ST,DORCHESTER,02121,1400618000,60,42.30813742,-71.07727786,182,"POINT(42.30737167622642, -71.07885923867924)"
3,123,DEVON ST,DORCHESTER,02121,1400619000,57,42.30802226,-71.07716749,182,"POINT(42.30737167622642, -71.07885923867924)"
4,140,DEVON ST,DORCHESTER,02121,1400367010,62,42.30787465,-71.0761647,182,"POINT(42.30737167622642, -71.07885923867924)"
5,211,BRUNSWICK ST,DORCHESTER,02121,1400367006,51,42.30814683,-71.07604093,182,"POINT(42.30737167622642, -71.07885923867924)"
6,195,BRUNSWICK ST,DORCHESTER,02121,1400367002,57,42.30842886,-71.0764946,182,"POINT(42.30737167622642, -71.07885923867924)"
7,198,BRUNSWICK ST,DORCHESTER,02121,1400366000,51,42.30871525,-71.07618348,182,"POINT(42.30737167622642, -71.07885923867924)"
8,202,BRUNSWICK ST,DORCHESTER,02121,1400365000,51,42.308632,-71.07603322,182,"POINT(42.30737167622642, -71.07885923867924)"
9,235,COLUMBIA RD,DORCHESTER,02121,1400095000,64,42.30763564,-71.0753859,182,"POINT(42.30737167622642, -71.07885923867924)"
10,30,VAUGHAN AV,DORCHESTER,02121,1400073000,51,42.30644648,-71.07642338,182,"POINT(42.30737167622642, -71.07885923867924)"
11,28,VAUGHAN AV,DORCHESTER,02121,1400074000,51,42.30638949,-71.07651322,182,"POINT(42.30737167622642, -71.07885923867924)"
12,25,VAUGHAN AV,DORCHESTER,02121,1400056000,51,42.3060228,-71.0762715,182,"POINT(42.30737167622642, -71.07885923867924)"
13,7,VAUGHAN AV,DORCHESTER,02121,1400049000,60,42.30559807,-71.07683599,182,"POINT(42.30737167622642, -71.07885923867924)"
14,157,GENEVA AV,DORCHESTER,02121,1401119000,51,42.30510249,-71.07730586,182,"POINT(42.30737167622642, -71.07885923867924)"
15,30,OLDFIELDS RD,DORCHESTER,02121,1400716000,51,42.30714239,-71.07887279,182,"POINT(42.30737167622642, -71.07885923867924)"
