order,ST_NUM,ST_NAME,CITY,ZIPCODE,GIS_ID,TOTAL_SCORE,latitude,longitude,cluster,centroid
44,108,WESTVILLE ST,DORCHESTER,02124,1500824000,60,42.30095216,-71.06811211,173,"POINT(42.301104247999994, -71.0699060328)"
45,11,WESTVILLE TE,DORCHESTER,02124,1500832000,59,42.30097491,-71.06890788,173,"POINT(42.301104247999994, -71.0699060328)"
46,11,BOYD ST,DORCHESTER,02124,1500749000,51,42.30007088,-71.06854151,173,"POINT(42.301104247999994, -71.0699060328)"
47,106,DAKOTA ST,DORCHESTER,02124,1500710000,59,42.30003897,-71.06812286,173,"POINT(42.301104247999994, -71.0699060328)"
48,96,DAKOTA ST,DORCHESTER,02124,1500723000,60,42.30001351,-71.06874757,173,"POINT(42.301104247999994, -71.0699060328)"
49,92,DAKOTA ST,DORCHESTER,02124,1500725000,60,42.29979325,-71.0689659,173,"POINT(42.301104247999994, -71.0699060328)"
0,23,QUINCY ST,DORCHESTER,02121,1202838000,51,42.31587439,-71.08177246,174,"POINT(42.31298109534883, -71.08128125395348)"
1,55,QUINCY ST,DORCHESTER,02121,1202877000,51,42.31508109,-71.08031867,174,"POINT(42.31298109534883, -71.08128125395348)"
2,4,MAYBURY ST,DORCHESTER,02121,1202868000,61,42.31522893,-71.08128117,174,"POINT(42.31298109534883, -71.08128125395348)"
3,1,HOLBORN PK,DORCHESTER,02121,1202903000,51,42.31473408,-71.08096589,174,"POINT(42.31298109534883, -71.08128125395348)"
4,3,HOLBORN PK,DORCHESTER,02121,1202904000,61,42.31484296,-71.0808521,174,"POINT(42.31298109534883, -71.08128125395348)"
5,5,HOLBORN PK,DORCHESTER,02121,1202905000,51,42.31495022,-71.08073985,174,"POINT(42.31298109534883, -71.08128125395348)"
6,27,HOLBORN ST,DORCHESTER,02121,1202773000,57,42.3145119,-71.08121241,174,"POINT(42.31298109534883, -71.08128125395348)"
7,32,HOLBORN ST,DORCHESTER,02121,1202899000,51,42.31457859,-71.08061108,174,"POINT(42.31298109534883, -71.08128125395348)"
8,30,HOLBORN ST,DORCHESTER,02121,1202902000,61,42.31466146,-71.08075392,174,"POINT(42.31298109534883, -71.08128125395348)"
9,1,KALADA PK,DORCHESTER,02121,1202900000,51,42.31474019,-71.08044095,174,"POINT(42.31298109534883, -71.08128125395348)"
10,35,GASTON ST,DORCHESTER,02121,1202742000,57,42.31324291,-71.08054663,174,"POINT(42.31298109534883, -71.08128125395348)"
11,34,GASTON ST,DORCHESTER,02121,1202759000,58,42.31367961,-71.0805899,174,"POINT(42.31298109534883, -71.08128125395348)"
12,16,GANNETT ST,DORCHESTER,02121,1202764000,57,42.31399778,-71.08120272,174,"POINT(42.31298109534883, -71.08128125395348)"
13,14,GANNETT ST,DORCHESTER,02121,1202765000,65,42.31413418,-71.08127163,174,"POINT(42.31298109534883, -71.08128125395348)"
14,21,HOLBORN ST,DORCHESTER,02121,1202770000,65,42.31472966,-71.08164332,174,"POINT(42.31298109534883, -71.08128125395348)"
15,16,HOLBORN ST,DORCHESTER,02121,1202843000,51,42.31518683,-71.08198872,174,"POINT(42.31298109534883, -71.08128125395348)"
16,1  3,WELDON ST,DORCHESTER,02121,1202857000,60,42.31533106,-71.08169517,174,"POINT(42.31298109534883, -71.08128125395348)"
17,14,GLENBURNE ST,DORCHESTER,02121,1202851000,59,42.31570235,-71.08248698,174,"POINT(42.31298109534883, -71.08128125395348)"
18,2,CARLISLE ST,DORCHESTER,02121,1202799000,51,42.31440302,-71.08316716,174,"POINT(42.31298109534883, -71.08128125395348)"
19,3,CARLISLE ST,DORCHESTER,02121,1202788000,61,42.31408062,-71.08302138,174,"POINT(42.31298109534883, -71.08128125395348)"
20,4,CARLISLE ST,DORCHESTER,02121,1202798000,51,42.31442565,-71.08298291,174,"POINT(42.31298109534883, -71.08128125395348)"
21,7,CARLISLE ST,DORCHESTER,02121,1202790000,51,42.31411006,-71.08260569,174,"POINT(42.31298109534883, -71.08128125395348)"
22,11,CARLISLE ST,DORCHESTER,02121,1202792000,60,42.31417477,-71.08220692,174,"POINT(42.31298109534883, -71.08128125395348)"
23,574,WARREN ST,DORCHESTER,02121,1202642000,76,42.31172394,-71.08264619,174,"POINT(42.31298109534883, -71.08128125395348)"
24,9  11,DEVON ST,DORCHESTER,02121,1202627000,51,42.31097067,-71.08237786,174,"POINT(42.31298109534883, -71.08128125395348)"
25,4,SUNDERLAND ST,DORCHESTER,02121,1202635000,60,42.31068506,-71.08245744,174,"POINT(42.31298109534883, -71.08128125395348)"
26,8,STANWOOD ST,DORCHESTER,02121,1400579010,75,42.31016098,-71.0813832,174,"POINT(42.31298109534883, -71.08128125395348)"
27,12,STANWOOD ST,DORCHESTER,02121,1400578010,75,42.31006766,-71.08119626,174,"POINT(42.31298109534883, -71.08128125395348)"
28,16,STANWOOD ST,DORCHESTER,02121,1400575010,75,42.30997364,-71.08101043,174,"POINT(42.31298109534883, -71.08128125395348)"
29,24,STANWOOD ST,DORCHESTER,02121,1400570010,76,42.30967655,-71.08064567,174,"POINT(42.31298109534883, -71.08128125395348)"
30,20,STANWOOD ST,DORCHESTER,02121,1400572010,75,42.30987869,-71.08081921,174,"POINT(42.31298109534883, -71.08128125395348)"
31,51,DEVON ST,DORCHESTER,02121,1400560000,59,42.3101496,-71.08050416,174,"POINT(42.31298109534883, -71.08128125395348)"
32,28,STANWOOD ST,DORCHESTER,02121,1400568010,76,42.30958993,-71.08046453,174,"POINT(42.31298109534883, -71.08128125395348)"
33,32,STANWOOD ST,DORCHESTER,02121,1400567010,76,42.30948145,-71.08028468,174,"POINT(42.31298109534883, -71.08128125395348)"
34,60,DEVON ST,DORCHESTER,02121,1400454000,57,42.31035881,-71.08000383,174,"POINT(42.31298109534883, -71.08128125395348)"
35,95,BRUNSWICK ST,DORCHESTER,02121,1400476000,56,42.31073015,-71.08016697,174,"POINT(42.31298109534883, -71.08128125395348)"
36,45,INTERVALE ST,DORCHESTER,02121,1400513000,57,42.31117944,-71.0795662,174,"POINT(42.31298109534883, -71.08128125395348)"
37,44,INTERVALE ST,DORCHESTER,02121,1400527000,58,42.311519,-71.0793491,174,"POINT(42.31298109534883, -71.08128125395348)"
38,16,INTERVALE ST,DORCHESTER,02121,1202734000,51,42.31232137,-71.08121979,174,"POINT(42.31298109534883, -71.08128125395348)"
39,3,OTISFIELD ST,DORCHESTER,02121,1202724000,61,42.31311322,-71.08124992,174,"POINT(42.31298109534883, -71.08128125395348)"
40,1,OTISFIELD ST,DORCHESTER,02121,1202723000,62,42.31324957,-71.08128076,174,"POINT(42.31298109534883, -71.08128125395348)"
41,21,GASTON ST,DORCHESTER,02121,1202719000,58,42.31350704,-71.08156698,174,"POINT(42.31298109534883, -71.08128125395348)"
42,11,GASTON ST,DORCHESTER,02121,1202714000,60,42.31344802,-71.08254311,174,"POINT(42.31298109534883, -71.08128125395348)"
0,215,ALMONT ST,MATTAPAN,02126,1803254000,51,42.28058398,-71.09791052,176,"POINT(42.27909553078431, -71.09708747843138)"
1,211,ALMONT ST,MATTAPAN,02126,1803253000,66,42.28037754,-71.0979034,176,"POINT(42.27909553078431, -71.09708747843138)"
2,199,ALMONT ST,MATTAPAN,02126,1803237000,51,42.27981141,-71.09806716,176,"POINT(42.27909553078431, -71.09708747843138)"
3,195,ALMONT ST,MATTAPAN,02126,1803236000,55,42.27970853,-71.09805393,176,"POINT(42.27909553078431, -71.09708747843138)"
4,171,ALMONT ST,MATTAPAN,02126,1803229000,67,42.27897936,-71.09810487,176,"POINT(42.27909553078431, -71.09708747843138)"
5,177,ALMONT ST,MATTAPAN,02126,1803231000,67,42.27914334,-71.09807163,176,"POINT(42.27909553078431, -71.09708747843138)"
6,183,ALMONT ST,MATTAPAN,02126,1803232000,66,42.27933916,-71.09802794,176,"POINT(42.27909553078431, -71.09708747843138)"
7,137,MATTAPAN ST,MATTAPAN,02126,1803252000,51,42.28023291,-71.09783225,176,"POINT(42.27909553078431, -71.09708747843138)"
8,133,MATTAPAN ST,MATTAPAN,02126,1803251000,51,42.28014361,-71.0977566,176,"POINT(42.27909553078431, -71.09708747843138)"
9,205,ALMONT ST,MATTAPAN,02126,1803237001,66,42.27995254,-71.0980738,176,"POINT(42.27909553078431, -71.09708747843138)"
10,121,MATTAPAN ST,MATTAPAN,02126,1803248000,56,42.27987101,-71.09751763,176,"POINT(42.27909553078431, -71.09708747843138)"
11,112,MATTAPAN ST,MATTAPAN,02126,1803239000,56,42.27956044,-71.09779207,176,"POINT(42.27909553078431, -71.09708747843138)"
12,109,MATTAPAN ST,MATTAPAN,02126,1803246000,55,42.27959465,-71.09727694,176,"POINT(42.27909553078431, -71.09708747843138)"
13,104,MATTAPAN ST,MATTAPAN,02126,1803241000,56,42.2793595,-71.0976555,176,"POINT(42.27909553078431, -71.09708747843138)"
14,105,MATTAPAN ST,MATTAPAN,02126,1803245002,74,42.27949941,-71.0971952,176,"POINT(42.27909553078431, -71.09708747843138)"
15,101,MATTAPAN ST,MATTAPAN,02126,1803245001,55,42.2793959,-71.09713974,176,"POINT(42.27909553078431, -71.09708747843138)"
16,1,COLORADO ST,MATTAPAN,02126,1803225000,56,42.27916169,-71.09760953,176,"POINT(42.27909553078431, -71.09708747843138)"
17,2,COLORADO ST,MATTAPAN,02126,1803203000,56,42.27887979,-71.09735921,176,"POINT(42.27909553078431, -71.09708747843138)"
18,8,COLORADO ST,MATTAPAN,02126,1803222000,56,42.27868152,-71.09758445,176,"POINT(42.27909553078431, -71.09708747843138)"
19,12,COLORADO ST,MATTAPAN,02126,1803220000,51,42.27853598,-71.09778559,176,"POINT(42.27909553078431, -71.09708747843138)"
20,163,ALMONT ST,MATTAPAN,02126,1803218000,66,42.27842811,-71.09804973,176,"POINT(42.27909553078431, -71.09708747843138)"
21,155,ALMONT ST,MATTAPAN,02126,1803216001,66,42.27809452,-71.09801293,176,"POINT(42.27909553078431, -71.09708747843138)"
22,139,ALMONT ST,MATTAPAN,02126,1803087000,66,42.27722179,-71.09766188,176,"POINT(42.27909553078431, -71.09708747843138)"
23,147,ALMONT ST,MATTAPAN,02126,1803090000,62,42.27760774,-71.09783486,176,"POINT(42.27909553078431, -71.09708747843138)"
24,151,ALMONT ST,MATTAPAN,02126,1803216000,61,42.27789685,-71.09798777,176,"POINT(42.27909553078431, -71.09708747843138)"
25,26,ITASCA ST,MATTAPAN,02126,1803092000,67,42.27777473,-71.09751458,176,"POINT(42.27909553078431, -71.09708747843138)"
26,31,ITASCA ST,MATTAPAN,02126,1803214000,53,42.27805096,-71.09780933,176,"POINT(42.27909553078431, -71.09708747843138)"
27,22,ITASCA ST,MATTAPAN,02126,1803095000,57,42.27791164,-71.09731246,176,"POINT(42.27909553078431, -71.09708747843138)"
28,18,ITASCA ST,MATTAPAN,02126,1803096000,57,42.27803206,-71.09716464,176,"POINT(42.27909553078431, -71.09708747843138)"
29,17,ITASCA ST,MATTAPAN,02126,1803211000,66,42.27836447,-71.09749071,176,"POINT(42.27909553078431, -71.09708747843138)"
30,14,ITASCA ST,MATTAPAN,02126,1803097000,57,42.2781344,-71.09698814,176,"POINT(42.27909553078431, -71.09708747843138)"
31,5,ITASCA ST,MATTAPAN,02126,1803207000,57,42.27862116,-71.09707966,176,"POINT(42.27909553078431, -71.09708747843138)"
32,75 75A,MATTAPAN ST,MATTAPAN,02126,1803188000,59,42.27858392,-71.09623689,176,"POINT(42.27909553078431, -71.09708747843138)"
33,33,FOTTLER RD,MATTAPAN,02126,1803187000,66,42.27840836,-71.09611079,176,"POINT(42.27909553078431, -71.09708747843138)"
34,81,MATTAPAN ST,MATTAPAN,02126,1803190000,53,42.2788032,-71.0963987,176,"POINT(42.27909553078431, -71.09708747843138)"
35,83,MATTAPAN ST,MATTAPAN,02126,1803191000,53,42.27887641,-71.09653462,176,"POINT(42.27909553078431, -71.09708747843138)"
36,84,MATTAPAN ST,MATTAPAN,02126,1803205000,51,42.27879357,-71.09715685,176,"POINT(42.27909553078431, -71.09708747843138)"
37,90,MATTAPAN ST,MATTAPAN,02126,1803204000,56,42.27897245,-71.09722925,176,"POINT(42.27909553078431, -71.09708747843138)"
38,3  5,MULVEY ST,MATTAPAN,02126,1803243000,59,42.27934189,-71.09679619,176,"POINT(42.27909553078431, -71.09708747843138)"
39,639,WALK HILL ST,MATTAPAN,02126,1803268000,59,42.27951334,-71.09666254,176,"POINT(42.27909553078431, -71.09708747843138)"
40,635,WALK HILL ST,MATTAPAN,02126,1803266000,58,42.27977814,-71.09697127,176,"POINT(42.27909553078431, -71.09708747843138)"
41,625,WALK HILL ST,MATTAPAN,02126,1803262000,51,42.28013706,-71.09730962,176,"POINT(42.27909553078431, -71.09708747843138)"
42,642,WALK HILL ST,MATTAPAN,02126,1405127000,51,42.27964211,-71.09604848,176,"POINT(42.27909553078431, -71.09708747843138)"
43,660,WALK HILL ST,MATTAPAN,02126,1405121000,51,42.27901782,-71.09545045,176,"POINT(42.27909553078431, -71.09708747843138)"
44,665,WALK HILL ST,MATTAPAN,02126,1803184000,61,42.27863685,-71.0956797,176,"POINT(42.27909553078431, -71.09708747843138)"
45,11,FOTTLER RD,MATTAPAN,02126,1405119000,51,42.27910957,-71.09521921,176,"POINT(42.27909553078431, -71.09708747843138)"
46,7,FOTTLER RD,MATTAPAN,02126,1405118000,52,42.27919993,-71.09507862,176,"POINT(42.27909553078431, -71.09708747843138)"
47,33,HAZLETON ST,MATTAPAN,02126,1405095001,74,42.27969851,-71.09470811,176,"POINT(42.27909553078431, -71.09708747843138)"
48,45  47,HAZLETON ST,MATTAPAN,02126,1405098000,68,42.28002074,-71.09520328,176,"POINT(42.27909553078431, -71.09708747843138)"
49,56,HAZLETON ST,MATTAPAN,02126,1405168000,51,42.27991579,-71.09584122,176,"POINT(42.27909553078431, -71.09708747843138)"
50,46,WELLINGTON HILL ST,MATTAPAN,02126,1405072000,51,42.28047171,-71.09520096,176,"POINT(42.27909553078431, -71.09708747843138)"
0,23,HAZLETON ST,MATTAPAN,02126,1405091000,51,42.27928828,-71.09416132,177,"POINT(42.27698829617021, -71.09533842595745)"
1,19,HAZLETON ST,MATTAPAN,02126,1405090000,51,42.27919365,-71.09402914,177,"POINT(42.27698829617021, -71.09533842595745)"
2,14,FOTTLER RD,MATTAPAN,02126,1405174000,52,42.27870809,-71.09504768,177,"POINT(42.27698829617021, -71.09533842595745)"
3,689,WALK HILL ST,MATTAPAN,02126,1803175000,57,42.27797218,-71.09497486,177,"POINT(42.27698829617021, -71.09533842595745)"
4,694,WALK HILL ST,MATTAPAN,02126,1405191000,57,42.27820232,-71.09445493,177,"POINT(42.27698829617021, -71.09533842595745)"
5,698,WALK HILL ST,MATTAPAN,02126,1405190000,71,42.27809161,-71.09430229,177,"POINT(42.27698829617021, -71.09533842595745)"
6,702,WALK HILL ST,MATTAPAN,02126,1405189000,51,42.27798088,-71.09419138,177,"POINT(42.27698829617021, -71.09533842595745)"
7,10  12,MATTAPAN ST,MATTAPAN,02126,1803154010,81,42.27679781,-71.09438313,177,"POINT(42.27698829617021, -71.09533842595745)"
8,21,MATTAPAN ST,MATTAPAN,02126,1803159000,61,42.27714927,-71.09425994,177,"POINT(42.27698829617021, -71.09533842595745)"
9,18,MATTAPAN ST,MATTAPAN,02126,1803152000,57,42.27693363,-71.09459562,177,"POINT(42.27698829617021, -71.09533842595745)"
10,32,MATTAPAN ST,MATTAPAN,02126,1803149000,51,42.27720541,-71.09500062,177,"POINT(42.27698829617021, -71.09533842595745)"
11,37,MATTAPAN ST,MATTAPAN,02126,1803163000,51,42.27753308,-71.09479257,177,"POINT(42.27698829617021, -71.09533842595745)"
12,41,MATTAPAN ST,MATTAPAN,02126,1803164000,57,42.2776286,-71.09492502,177,"POINT(42.27698829617021, -71.09533842595745)"
13,47  49,MATTAPAN ST,MATTAPAN,02126,1803166000,59,42.27781955,-71.09518994,177,"POINT(42.27698829617021, -71.09533842595745)"
14,48,MATTAPAN ST,MATTAPAN,02126,1803145000,56,42.27758479,-71.09554285,177,"POINT(42.27698829617021, -71.09533842595745)"
15,53,MATTAPAN ST,MATTAPAN,02126,1803167000,66,42.27791043,-71.09531555,177,"POINT(42.27698829617021, -71.09533842595745)"
16,52,MATTAPAN ST,MATTAPAN,02126,1803144000,61,42.27767452,-71.09567116,177,"POINT(42.27698829617021, -71.09533842595745)"
17,55,MATTAPAN ST,MATTAPAN,02126,1803168000,60,42.2780074,-71.09544922,177,"POINT(42.27698829617021, -71.09533842595745)"
18,56 56A,MATTAPAN ST,MATTAPAN,02126,1803143000,56,42.27777024,-71.09580675,177,"POINT(42.27698829617021, -71.09533842595745)"
19,59,MATTAPAN ST,MATTAPAN,02126,1803169000,61,42.27810089,-71.09557988,177,"POINT(42.27698829617021, -71.09533842595745)"
20,72,HIAWATHA RD,MATTAPAN,02126,1803111000,51,42.27734061,-71.09661391,177,"POINT(42.27698829617021, -71.09533842595745)"
21,69,HIAWATHA RD,MATTAPAN,02126,1803140000,61,42.27763699,-71.09625116,177,"POINT(42.27698829617021, -71.09533842595745)"
22,61,HIAWATHA RD,MATTAPAN,02126,1803138000,51,42.27746632,-71.09597203,177,"POINT(42.27698829617021, -71.09533842595745)"
23,,HIAWATHA RD,MATTAPAN,02126,1803114000,56,42.27707434,-71.09609533,177,"POINT(42.27698829617021, -71.09533842595745)"
24,32,HIAWATHA RD,MATTAPAN,02126,1803119000,51,42.27668356,-71.09533872,177,"POINT(42.27698829617021, -71.09533842595745)"
25,30,HIAWATHA RD,MATTAPAN,02126,1803120000,61,42.2765969,-71.0951721,177,"POINT(42.27698829617021, -71.09533842595745)"
26,28,HIAWATHA RD,MATTAPAN,02126,1803121000,61,42.27653082,-71.09504127,177,"POINT(42.27698829617021, -71.09533842595745)"
27,22,HIAWATHA RD,MATTAPAN,02126,1803123000,51,42.27637196,-71.09473593,177,"POINT(42.27698829617021, -71.09533842595745)"
28,8  10,TENNIS RD,MATTAPAN,02126,1803023000,51,42.2753706,-71.09442824,177,"POINT(42.27698829617021, -71.09533842595745)"
29,12,TENNIS RD,MATTAPAN,02126,1803022000,51,42.27544883,-71.09458486,177,"POINT(42.27698829617021, -71.09533842595745)"
30,16,TENNIS RD,MATTAPAN,02126,1803021000,51,42.27552078,-71.0947407,177,"POINT(42.27698829617021, -71.09533842595745)"
31,20,TENNIS RD,MATTAPAN,02126,1803020000,51,42.27559332,-71.09488382,177,"POINT(42.27698829617021, -71.09533842595745)"
32,19,TENNIS RD,MATTAPAN,02126,1803066000,51,42.27601229,-71.09472604,177,"POINT(42.27698829617021, -71.09533842595745)"
33,24,TENNIS RD,MATTAPAN,02126,1803019000,51,42.27567437,-71.09503583,177,"POINT(42.27698829617021, -71.09533842595745)"
34,32,TENNIS RD,MATTAPAN,02126,1803017000,51,42.27583073,-71.09533537,177,"POINT(42.27698829617021, -71.09533842595745)"
35,44,TENNIS RD,MATTAPAN,02126,1803014000,51,42.27606142,-71.09577941,177,"POINT(42.27698829617021, -71.09533842595745)"
36,52,TENNIS RD,MATTAPAN,02126,1803012000,51,42.27621877,-71.0960755,177,"POINT(42.27698829617021, -71.09533842595745)"
37,51,TENNIS RD,MATTAPAN,02126,1803074000,51,42.27663232,-71.0958951,177,"POINT(42.27698829617021, -71.09533842595745)"
38,56,TENNIS RD,MATTAPAN,02126,1803011000,51,42.27629643,-71.09622195,177,"POINT(42.27698829617021, -71.09533842595745)"
39,55,TENNIS RD,MATTAPAN,02126,1803075000,51,42.27670917,-71.09604373,177,"POINT(42.27698829617021, -71.09533842595745)"
40,60,TENNIS RD,MATTAPAN,02126,1803010000,51,42.27637566,-71.09636869,177,"POINT(42.27698829617021, -71.09533842595745)"
41,59,TENNIS RD,MATTAPAN,02126,1803076000,51,42.27678555,-71.09618982,177,"POINT(42.27698829617021, -71.09533842595745)"
42,64,TENNIS RD,MATTAPAN,02126,1803009000,51,42.27646731,-71.09651025,177,"POINT(42.27698829617021, -71.09533842595745)"
43,59,ALMONT ST,MATTAPAN,02126,1803046000,53,42.27642231,-71.09697832,177,"POINT(42.27698829617021, -71.09533842595745)"
44,85,ALMONT ST,MATTAPAN,02126,1803049000,57,42.27673979,-71.09740549,177,"POINT(42.27698829617021, -71.09533842595745)"
45,47 47A,ALMONT ST,MATTAPAN,02126,1803042000,68,42.27607128,-71.0964749,177,"POINT(42.27698829617021, -71.09533842595745)"
46,19,ALMONT ST,MATTAPAN,02126,1803027000,60,42.27496486,-71.0943337,177,"POINT(42.27698829617021, -71.09533842595745)"
0,135,DAKOTA ST,DORCHESTER,02124,1702365000,51,42.30002759,-71.06669083,178,"POINT(42.2982269677966, -71.06808186711864)"
1,113,DAKOTA ST,DORCHESTER,02124,1702358000,61,42.29976297,-71.06768441,178,"POINT(42.2982269677966, -71.06808186711864)"
2,101,DAKOTA ST,DORCHESTER,02124,1702354000,61,42.29967884,-71.06826652,178,"POINT(42.2982269677966, -71.06808186711864)"
3,77,DAKOTA ST,DORCHESTER,02124,1702345000,59,42.2992662,-71.06945727,178,"POINT(42.2982269677966, -71.06808186711864)"
4,59,DAKOTA ST,DORCHESTER,02124,1702341000,51,42.29907825,-71.07012165,178,"POINT(42.2982269677966, -71.06808186711864)"
5,11,BLOOMFIELD ST,DORCHESTER,02124,1702305000,51,42.29981347,-71.06652519,178,"POINT(42.2982269677966, -71.06808186711864)"
6,16  18,BLOOMFIELD ST,DORCHESTER,02124,1702298000,57,42.29947094,-71.06636027,178,"POINT(42.2982269677966, -71.06808186711864)"
7,17,BLOOMFIELD ST,DORCHESTER,02124,1702306000,61,42.29976491,-71.06669145,178,"POINT(42.2982269677966, -71.06808186711864)"
8,22,BLOOMFIELD ST,DORCHESTER,02124,1702297000,51,42.2994196,-71.06653447,178,"POINT(42.2982269677966, -71.06808186711864)"
9,21,BLOOMFIELD ST,DORCHESTER,02124,1702307000,51,42.2997172,-71.06685911,178,"POINT(42.2982269677966, -71.06808186711864)"
10,29,BLOOMFIELD ST,DORCHESTER,02124,1702309000,57,42.29961683,-71.06720308,178,"POINT(42.2982269677966, -71.06808186711864)"
11,33,BLOOMFIELD ST,DORCHESTER,02124,1702310000,61,42.29956651,-71.06737751,178,"POINT(42.2982269677966, -71.06808186711864)"
12,37,BLOOMFIELD ST,DORCHESTER,02124,1702311000,51,42.29951457,-71.06755774,178,"POINT(42.2982269677966, -71.06808186711864)"
13,42,BLOOMFIELD ST,DORCHESTER,02124,1702292000,67,42.29916035,-71.0674177,178,"POINT(42.2982269677966, -71.06808186711864)"
14,41,BLOOMFIELD ST,DORCHESTER,02124,1702312000,51,42.29946761,-71.06772199,178,"POINT(42.2982269677966, -71.06808186711864)"
15,45,BLOOMFIELD ST,DORCHESTER,02124,1702313000,60,42.29940877,-71.06792966,178,"POINT(42.2982269677966, -71.06808186711864)"
16,50,BLOOMFIELD ST,DORCHESTER,02124,1702289000,57,42.29898689,-71.06799789,178,"POINT(42.2982269677966, -71.06808186711864)"
17,66,BLOOMFIELD ST,DORCHESTER,02124,1702285000,76,42.29879037,-71.06866888,178,"POINT(42.2982269677966, -71.06808186711864)"
18,71,BLOOMFIELD ST,DORCHESTER,02124,1702320000,60,42.29908824,-71.06902878,178,"POINT(42.2982269677966, -71.06808186711864)"
19,82  84,BLOOMFIELD ST,DORCHESTER,02124,1702281000,57,42.29858622,-71.06936594,178,"POINT(42.2982269677966, -71.06808186711864)"
20,99,BLOOMFIELD ST,DORCHESTER,02124,1702328000,57,42.29870004,-71.07036563,178,"POINT(42.2982269677966, -71.06808186711864)"
21,111,TONAWANDA ST,DORCHESTER,02124,1702265000,57,42.29813545,-71.06989351,178,"POINT(42.2982269677966, -71.06808186711864)"
22,107,TONAWANDA ST,DORCHESTER,02124,1702264000,60,42.29818136,-71.06974039,178,"POINT(42.2982269677966, -71.06808186711864)"
23,95,TONAWANDA ST,DORCHESTER,02124,1702261000,51,42.29834362,-71.06919137,178,"POINT(42.2982269677966, -71.06808186711864)"
24,90,TONAWANDA ST,DORCHESTER,02124,1701266000,51,42.2980049,-71.06887053,178,"POINT(42.2982269677966, -71.06808186711864)"
25,80,TONAWANDA ST,DORCHESTER,02124,1701269000,51,42.29816132,-71.06835604,178,"POINT(42.2982269677966, -71.06808186711864)"
26,67,TONAWANDA ST,DORCHESTER,02124,1702254000,57,42.29869977,-71.06797692,178,"POINT(42.2982269677966, -71.06808186711864)"
27,54,TONAWANDA ST,DORCHESTER,02124,1701276000,57,42.29850974,-71.06717033,178,"POINT(42.2982269677966, -71.06808186711864)"
28,38,TONAWANDA ST,DORCHESTER,02124,1701280000,60,42.29871739,-71.06651802,178,"POINT(42.2982269677966, -71.06808186711864)"
29,82,WALDECK ST,DORCHESTER,02124,1701232000,51,42.29858222,-71.06619125,178,"POINT(42.2982269677966, -71.06808186711864)"
30,9,LINDSEY ST,DORCHESTER,02124,1701238000,51,42.298249,-71.06715356,178,"POINT(42.2982269677966, -71.06808186711864)"
31,8,LINDSEY ST,DORCHESTER,02124,1701229000,60,42.29790333,-71.06714127,178,"POINT(42.2982269677966, -71.06808186711864)"
32,10,LINDSEY ST,DORCHESTER,02124,1701228000,51,42.29782847,-71.06733706,178,"POINT(42.2982269677966, -71.06808186711864)"
33,17,LINDSEY ST,DORCHESTER,02124,1701241000,51,42.29809269,-71.06768776,178,"POINT(42.2982269677966, -71.06808186711864)"
34,19,LINDSEY ST,DORCHESTER,02124,1701242000,51,42.29803593,-71.0678789,178,"POINT(42.2982269677966, -71.06808186711864)"
35,23,LINDSEY ST,DORCHESTER,02124,1701244000,51,42.29792663,-71.06824892,178,"POINT(42.2982269677966, -71.06808186711864)"
36,29,LINDSEY ST,DORCHESTER,02124,1701247000,57,42.29774999,-71.06883893,178,"POINT(42.2982269677966, -71.06808186711864)"
37,31,LINDSEY ST,DORCHESTER,02124,1701248000,57,42.29770057,-71.0690114,178,"POINT(42.2982269677966, -71.06808186711864)"
38,33,LINDSEY ST,DORCHESTER,02124,1701249000,57,42.29764767,-71.06919862,178,"POINT(42.2982269677966, -71.06808186711864)"
39,39,LINDSEY ST,DORCHESTER,02124,1701252000,60,42.29748087,-71.06976332,178,"POINT(42.2982269677966, -71.06808186711864)"
40,51,LARCHMONT ST,DORCHESTER,02124,1701210000,51,42.29686915,-71.07003777,178,"POINT(42.2982269677966, -71.06808186711864)"
41,52,LARCHMONT ST,DORCHESTER,02124,1701176000,51,42.29657804,-71.06979296,178,"POINT(42.2982269677966, -71.06808186711864)"
42,47,LARCHMONT ST,DORCHESTER,02124,1701209000,60,42.29688267,-71.06976408,178,"POINT(42.2982269677966, -71.06808186711864)"
43,43,LARCHMONT ST,DORCHESTER,02124,1701208000,51,42.29693653,-71.06956357,178,"POINT(42.2982269677966, -71.06808186711864)"
44,29,LARCHMONT ST,DORCHESTER,02124,1701204000,57,42.29712561,-71.06891332,178,"POINT(42.2982269677966, -71.06808186711864)"
45,22  24,LARCHMONT ST,DORCHESTER,02124,1701183000,51,42.29686322,-71.06854671,178,"POINT(42.2982269677966, -71.06808186711864)"
46,12,LARCHMONT ST,DORCHESTER,02124,1701186000,68,42.29703283,-71.0680348,178,"POINT(42.2982269677966, -71.06808186711864)"
47,10,LARCHMONT ST,DORCHESTER,02124,1701187000,60,42.29708998,-71.06784271,178,"POINT(42.2982269677966, -71.06808186711864)"
48,11,LARCHMONT ST,DORCHESTER,02124,1701197000,61,42.29748895,-71.06768014,178,"POINT(42.2982269677966, -71.06808186711864)"
49,7,LARCHMONT ST,DORCHESTER,02124,1701195000,51,42.29759155,-71.06733416,178,"POINT(42.2982269677966, -71.06808186711864)"
50,5,LARCHMONT ST,DORCHESTER,02124,1701194000,61,42.29763922,-71.06717067,178,"POINT(42.2982269677966, -71.06808186711864)"
